User ID,Battery Capacity (kWh),Charging Station ID,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Charger Type,User Type
User_17,97.68181223,Station_2,1/1/2024 16:00,1/1/2024 18:02,24.72693768,3.458680279,49.40273862,17.49480846,Evening,Thursday,67.59197091,89.94222936,237.3064209,4.415329619,DC Fast Charger,Commuter
User_18,50,Station_10,1/1/2024 17:00,1/1/2024 20:13,23.82404047,0.848218268,6.614280125,6.430589212,Evening,Friday,57.59519512,74.96195035,22.00682916,18.40570905,Level 2,Casual Driver
User_19,100,Station_434,1/1/2024 18:00,1/1/2024 21:03,42.63801819,0.807532158,20.49084605,25.07879371,Evening,Saturday,55.51705087,52.71348869,280.862071,37.43035653,Level 1,Long-Distance Traveler
User_20,50,Station_125,1/1/2024 19:00,1/1/2024 20:22,48.48248431,2.580925354,45.29143535,7.090844201,Morning,Wednesday,12.75487757,116.0956569,243.2557695,9.202409892,Level 2,Long-Distance Traveler
User_21,50,Station_81,1/1/2024 20:00,1/1/2024 22:54,50.27906667,3.168872892,30.48996023,28.87289461,Night,Tuesday,16.54551237,77.93632714,15.4204446,33.9803101,Level 2,Casual Driver
User_22,62,Station_485,1/1/2024 21:00,1/1/2024 22:55,59.13503162,2.931761495,,34.8532344,Evening,Sunday,71.53031213,75.97435159,219.6263569,-2.755069332,Level 1,Commuter
User_23,75,Station_140,1/1/2024 22:00,1/2/2024 1:02,49.19642959,2.562817304,19.19488284,14.85613122,Afternoon,Saturday,49.02423911,64.48187394,298.1881223,39.95893732,DC Fast Charger,Long-Distance Traveler
User_24,100,Station_326,1/1/2024 23:00,1/1/2024 23:31,68.44712632,2.071429209,49.71030697,38.4060617,Morning,Friday,19.23313913,74.00615088,280.9154682,3.580839954,DC Fast Charger,Commuter
User_25,100,Station_150,1/2/2024 0:00,1/2/2024 1:55,27.60438468,0.95713766,11.23853863,24.03753469,Morning,Wednesday,65.48688658,65.35209627,173.4715265,35.97782192,Level 1,Long-Distance Traveler
User_26,75,Station_288,1/2/2024 1:00,1/2/2024 3:42,40.1780035,3.604173535,12.3186148,38.76319383,Morning,Saturday,80.34408373,79.99556313,82.75461394,21.53684397,DC Fast Charger,Commuter
User_27,75,Station_361,1/2/2024 2:00,1/2/2024 2:33,43.48775122,3.652540335,36.18237188,27.44831088,Afternoon,Thursday,88.74847907,87.824029,80.91266512,29.87220987,Level 1,Commuter
User_28,50,Station_340,1/2/2024 3:00,1/2/2024 6:13,10.33851772,1.547713718,45.77673119,9.855826893,Night,Sunday,98.33279531,94.50485177,162.6865444,5.504758728,Level 1,Long-Distance Traveler
User_29,75,Station_129,1/2/2024 4:00,1/2/2024 4:35,31.68448459,2.439677938,48.64872319,25.617104,Afternoon,Friday,34.7276391,54.40205039,,20.37856231,Level 2,Casual Driver
User_30,75,Station_438,1/2/2024 5:00,1/2/2024 7:58,56.59325686,3.153257255,45.811731,33.13209178,Afternoon,Friday,29.2076717,85.00810624,186.1557321,12.33341537,DC Fast Charger,Casual Driver
User_31,100,Station_239,1/2/2024 6:00,1/2/2024 9:54,19.4738006,1.435532787,7.043936342,36.94527292,Afternoon,Wednesday,31.32078698,78.05665282,,8.352906077,DC Fast Charger,Casual Driver
User_32,100,Station_58,1/2/2024 7:00,1/2/2024 9:27,38.28919934,2.007664054,12.06439146,17.01178295,Evening,Wednesday,75.64477848,65.61730719,238.909311,2.273162901,Level 1,Commuter
User_33,100,Station_198,1/2/2024 8:00,1/2/2024 9:58,16.13623873,1.306927272,21.51781505,26.43819424,Evening,Monday,23.60399143,88.2000728,35.50388319,39.38401392,Level 2,Casual Driver
User_34,62,Station_211,1/2/2024 9:00,1/2/2024 12:03,60.06708509,0.999100188,7.651570047,18.03439004,Afternoon,Monday,22.88146663,51.43427868,46.35755886,13.99159748,Level 2,Casual Driver
User_35,75,Station_402,1/2/2024 10:00,1/2/2024 13:32,57.72437946,1.873581597,4.485647105,35.50300017,Afternoon,Friday,41.87247964,79.64797277,157.614654,28.42980738,DC Fast Charger,Long-Distance Traveler
User_36,75,Station_390,1/2/2024 11:00,1/2/2024 14:16,37.37451606,2.891676984,18.86580196,29.86624993,Evening,Tuesday,24.49220858,73.38017573,76.20353922,59.93197387,Level 1,Commuter
User_37,75,Station_45,1/2/2024 12:00,1/2/2024 15:10,39.94056362,3.470003434,28.62519933,15.85532743,Evening,Thursday,85.8575558,50.40365474,102.4303022,31.46130902,DC Fast Charger,Casual Driver
User_38,75,Station_97,1/2/2024 13:00,1/2/2024 13:43,73.38661952,1.040452305,38.4508319,15.88270398,Night,Wednesday,49.27538753,94.5970819,42.09574394,33.92957037,DC Fast Charger,Long-Distance Traveler
User_39,85,Station_279,1/2/2024 14:00,1/2/2024 15:25,61.52075986,1.280410708,12.51024896,26.50571298,Afternoon,Monday,87.98462138,79.38844338,141.2437535,5.761050674,Level 2,Commuter
User_40,100,Station_23,1/2/2024 15:00,1/2/2024 16:50,68.17785004,3.242446058,23.31161908,8.498571937,Morning,Thursday,17.04042002,56.07865101,130.3760138,-3.191455366,Level 2,Long-Distance Traveler
User_41,79.79920376,Station_410,1/2/2024 16:00,1/2/2024 18:58,67.51805822,1.96234054,6.89787833,29.22236195,Night,Sunday,80.86258863,62.52531777,119.6309923,35.23315849,Level 2,Casual Driver
User_42,100,Station_461,1/2/2024 17:00,1/2/2024 18:15,39.39874236,2.397715361,20.46036487,26.61971775,Morning,Saturday,28.25229826,96.28709224,111.0165395,19.78108389,Level 2,Commuter
User_43,85,Station_391,1/2/2024 18:00,1/2/2024 20:53,12.04931971,1.373881358,29.46894436,32.0420986,Night,Saturday,36.63685216,66.97610432,83.24522143,39.41613092,Level 1,Commuter
User_44,48.79648264,Station_335,1/2/2024 19:00,1/2/2024 19:45,77.05360638,3.030202685,8.388039538,6.364629694,Afternoon,Friday,15.14412247,84.34232687,144.0139812,22.0694708,DC Fast Charger,Casual Driver
User_45,75,Station_44,1/2/2024 20:00,1/2/2024 22:29,,3.296056589,5.114613366,30.03796889,Morning,Wednesday,15.22093897,132.9520105,49.38426636,32.01457654,Level 2,Long-Distance Traveler
User_46,62,Station_27,1/2/2024 21:00,1/2/2024 22:53,46.80719594,3.877992453,16.91833198,10.60887579,Evening,Saturday,49.29876551,90.97067523,210.1710972,-0.039079031,DC Fast Charger,Commuter
User_47,75,Station_282,1/2/2024 22:00,1/3/2024 1:06,67.47546614,2.105117079,49.60079965,19.03070021,Night,Sunday,63.03594187,81.7509535,97.45390493,3.194124642,Level 1,Commuter
User_48,62,Station_97,1/2/2024 23:00,1/2/2024 23:37,30.71093403,1.633668608,6.352661445,18.13183171,Morning,Wednesday,76.12005336,76.68243091,18.93451549,27.89517678,Level 2,Commuter
User_49,85,Station_463,1/3/2024 0:00,1/3/2024 1:57,,1.743435263,14.14966619,13.11287367,Night,Monday,77.80942282,87.94811448,212.9403418,-4.44667067,Level 1,Casual Driver
User_50,100,Station_36,1/3/2024 1:00,1/3/2024 3:40,8.713190576,2.209542823,49.27534559,9.644101414,Afternoon,Saturday,27.19619601,86.89391764,170.4750541,5.378079584,Level 2,Long-Distance Traveler
User_51,85,Station_109,1/3/2024 2:00,1/3/2024 2:48,9.065880815,0.512378183,40.17800199,24.50189331,Morning,Tuesday,13.87385811,93.62842306,226.2193632,30.6919838,DC Fast Charger,Casual Driver
User_52,50,Station_55,1/3/2024 3:00,1/3/2024 5:06,58.73397362,1.889261518,13.1757273,28.10231006,Morning,Saturday,83.86192691,71.37448251,57.38072425,1.941105156,Level 1,Commuter
User_53,50,Station_192,1/3/2024 4:00,1/3/2024 5:35,65.98624913,3.313802358,46.27844331,18.84961041,Morning,Wednesday,17.38966714,73.43803962,234.9966616,-7.719425911,Level 2,Long-Distance Traveler
User_54,62,Station_219,1/3/2024 5:00,1/3/2024 6:48,74.99970643,1.911303154,35.92512612,34.08661866,Night,Tuesday,87.2893058,80.4164173,51.82835202,17.80538365,DC Fast Charger,Long-Distance Traveler
User_55,100,Station_185,1/3/2024 6:00,1/3/2024 7:55,17.76943641,3.314079763,34.45824194,9.798498138,Evening,Thursday,27.69749249,70.51026725,166.311463,19.70335918,DC Fast Charger,Casual Driver
User_56,76.87610038,Station_69,1/3/2024 7:00,1/3/2024 9:33,50.26893407,1.67835842,36.30337235,38.94193996,Evening,Saturday,13.48827069,82.69521186,133.9920936,3.042829341,DC Fast Charger,Casual Driver
User_57,69.88407425,Station_317,1/3/2024 8:00,1/3/2024 11:51,76.45046499,3.873449981,11.33906316,30.19223444,Evening,Wednesday,63.67446344,55.38977608,191.937915,10.42464503,Level 2,Commuter
User_58,62,Station_130,1/3/2024 9:00,1/3/2024 12:59,77.86372676,0.917902247,47.1540098,28.30319112,Afternoon,Saturday,56.91742176,57.46568225,129.3894111,38.46677945,DC Fast Charger,Casual Driver
User_59,100,Station_55,1/3/2024 10:00,1/3/2024 12:59,21.89299268,1.285283897,25.37395431,8.637821691,Morning,Saturday,80.22553381,64.66736188,148.4156117,5.073167724,DC Fast Charger,Casual Driver
User_60,100,Station_378,1/3/2024 11:00,1/3/2024 12:15,71.28000416,2.413754937,40.61639923,6.744728812,Evening,Wednesday,26.15659795,89.92458853,140.4652132,33.05773081,Level 2,Casual Driver
User_61,62,Station_97,1/3/2024 12:00,1/3/2024 14:22,21.82768818,2.082100007,26.50712322,36.0680415,Evening,Tuesday,33.25598509,51.50113227,48.04438716,38.65644396,Level 1,Casual Driver
User_62,75,Station_336,1/3/2024 13:00,1/3/2024 15:00,62.72316229,2.11789335,30.99702693,30.04444235,Morning,Monday,82.84418007,72.83328569,282.9423218,32.85273262,DC Fast Charger,Casual Driver
User_63,124.3159114,Station_87,1/3/2024 14:00,1/3/2024 16:50,46.195137,0.650507579,47.87752356,30.86418086,Afternoon,Sunday,53.00518533,59.90164627,25.02725726,6.171256709,Level 2,Commuter
User_64,100,Station_294,1/3/2024 15:00,1/3/2024 16:02,29.34565986,2.482090675,6.871184621,24.64975873,Night,Saturday,85.33141902,67.47790563,127.0218011,34.06193919,Level 1,Long-Distance Traveler
User_65,50,Station_119,1/3/2024 16:00,1/3/2024 18:42,76.9334219,2.1234202,34.1768555,34.2283019,Night,Friday,27.17461533,92.1446337,295.8937221,7.941688092,DC Fast Charger,Casual Driver
User_66,62,Station_208,1/3/2024 17:00,1/3/2024 18:46,59.25460166,1.279620696,,12.2204383,Night,Thursday,77.03697399,91.82927487,167.2975728,35.27145069,Level 2,Long-Distance Traveler
User_67,100,Station_334,1/3/2024 18:00,1/3/2024 21:04,37.06292778,1.609099433,15.23006259,37.87533458,Morning,Wednesday,7.520444727,67.79787265,98.14598102,16.48370594,Level 2,Long-Distance Traveler
User_68,85,Station_413,1/3/2024 19:00,1/3/2024 21:30,67.69516175,0.857582465,32.97506874,13.77561921,Afternoon,Saturday,22.48839981,86.77766611,81.28450038,-7.332648304,DC Fast Charger,Casual Driver
User_69,75,Station_154,1/3/2024 20:00,1/3/2024 22:37,16.41401693,1.702974822,,21.66778664,Morning,Sunday,36.95028361,77.13616494,188.4714898,18.53871082,Level 1,Casual Driver
User_70,50,Station_35,1/3/2024 21:00,1/3/2024 22:47,67.00568214,3.608030961,4.092360865,14.42396639,Night,Monday,57.67766075,57.11286225,276.3684303,-2.724902766,Level 1,Long-Distance Traveler
User_71,75,Station_79,1/3/2024 22:00,1/4/2024 1:01,70.61729259,3.280142969,26.07041363,15.47077791,Evening,Wednesday,86.2260252,57.96965542,23.00399875,34.84790798,Level 1,Commuter
User_72,75,Station_67,1/3/2024 23:00,1/4/2024 0:36,61.13047583,0.947277209,23.28180496,37.14898173,Evening,Saturday,34.89904375,92.35566117,58.85531552,7.662649709,DC Fast Charger,Long-Distance Traveler
User_73,85,Station_343,1/4/2024 0:00,1/4/2024 2:24,22.88203842,1.569470714,29.9892225,10.70958202,Evening,Thursday,15.67448547,96.59770242,98.47402709,19.21316449,DC Fast Charger,Commuter
User_74,59.83272651,Station_413,1/4/2024 1:00,1/4/2024 2:32,12.89488719,0.581504778,40.8840989,15.19733417,Night,Friday,31.5491822,97.46254098,183.1712811,28.63760432,Level 1,Long-Distance Traveler
User_75,85,Station_34,1/4/2024 2:00,1/4/2024 4:22,69.16916706,2.285242161,5.557358509,20.76646441,Afternoon,Wednesday,41.08904487,74.39951853,276.5748192,20.01432447,Level 1,Casual Driver
User_76,50,Station_97,1/4/2024 3:00,1/4/2024 5:03,,3.520690376,9.569245073,24.79072323,Night,Saturday,51.28140347,93.19846283,171.8961532,-5.27572798,Level 1,Commuter
User_77,100,Station_169,1/4/2024 4:00,1/4/2024 5:17,49.2788374,3.865136107,49.41151926,39.93168076,Morning,Tuesday,86.32698824,75.50151044,246.3443697,30.08205881,Level 1,Long-Distance Traveler
User_78,75,Station_169,1/4/2024 5:00,1/4/2024 8:40,31.21888968,3.340997592,30.02591267,17.60489531,Afternoon,Monday,39.51761676,71.27176464,242.4855629,39.83142977,Level 2,Commuter
User_79,100,Station_151,1/4/2024 6:00,1/4/2024 9:55,30.65169982,1.028818667,28.52235334,39.32205438,Evening,Friday,38.12132999,81.19721084,12.14951668,-4.932743443,DC Fast Charger,Casual Driver
User_80,75,Station_71,1/4/2024 7:00,1/4/2024 7:41,59.98647673,3.7293654,23.41792115,15.68301656,Afternoon,Wednesday,88.09676846,96.13056859,281.7637403,15.06062245,Level 1,Commuter
User_81,48.05069473,Station_3,1/4/2024 8:00,1/4/2024 11:05,51.67374779,0.691755364,46.59567841,18.01181178,Afternoon,Saturday,55.07217408,62.93578011,222.2746667,2.554243803,Level 2,Casual Driver
User_82,50,Station_314,1/4/2024 9:00,1/4/2024 12:21,35.90724265,2.725560846,25.60162087,19.2835227,Night,Friday,48.88762426,43.05075612,93.85786769,33.07675146,Level 1,Casual Driver
User_83,85,Station_32,1/4/2024 10:00,1/4/2024 13:20,41.60783353,0.807068745,,29.53293287,Afternoon,Tuesday,54.99764908,97.26161624,94.64525016,17.73738779,Level 1,Commuter
User_84,62,Station_287,1/4/2024 11:00,1/4/2024 13:54,32.83295683,3.408638345,44.49236614,39.67482338,Night,Wednesday,26.65472205,63.71062692,279.898272,5.803389498,Level 2,Casual Driver
User_85,50,Station_82,1/4/2024 12:00,1/4/2024 13:09,57.92445004,1.261117293,12.53816191,19.81732291,Morning,Friday,49.87203405,54.26143302,64.13545484,1.825449687,Level 1,Casual Driver
User_86,100,Station_43,1/4/2024 13:00,1/4/2024 16:26,21.65616412,1.894426888,32.95451082,18.02550999,Afternoon,Wednesday,78.43462826,97.72544036,170.5577254,10.40151143,Level 1,Casual Driver
User_87,62,Station_391,1/4/2024 14:00,1/4/2024 15:54,41.01058175,3.366955775,45.3201096,18.06652173,Afternoon,Wednesday,73.62283684,83.05427336,103.7883061,-4.572249344,Level 2,Commuter
User_88,62,Station_105,1/4/2024 15:00,1/4/2024 16:26,79.81869447,2.606479629,13.00973223,35.97131697,Afternoon,Friday,86.1117565,69.39563152,274.0206539,10.69221009,Level 2,Casual Driver
User_89,85,Station_1,1/4/2024 16:00,1/4/2024 17:56,33.07294951,1.469659587,30.34474845,15.55083823,Evening,Wednesday,105.032224,83.02347312,164.6828924,-6.514431827,Level 2,Long-Distance Traveler
User_90,75,Station_61,1/4/2024 17:00,1/4/2024 18:53,27.84315247,2.543139661,17.00464385,12.27833192,Night,Tuesday,47.99218335,85.86518689,79.35497904,7.516861653,Level 2,Casual Driver
User_91,50,Station_270,1/4/2024 18:00,1/4/2024 21:41,28.44077392,1.079658655,42.42512683,13.77980418,Night,Friday,13.6672408,96.34603462,398.3647747,27.81313555,Level 2,Long-Distance Traveler
User_92,62,Station_180,1/4/2024 19:00,1/4/2024 22:52,68.57302471,2.930390646,5.454692702,15.88941448,Evening,Saturday,50.31669101,93.89345035,191.4559945,37.89979105,Level 1,Commuter
User_93,85,Station_224,1/4/2024 20:00,1/4/2024 23:34,65.43101691,0.929486554,20.27269894,10.39565797,Night,Sunday,76.46681164,75.84995703,71.43600424,30.19970956,DC Fast Charger,Long-Distance Traveler
User_94,75,Station_6,1/4/2024 21:00,1/4/2024 23:30,71.61568949,3.515012006,31.27184453,21.26356051,Morning,Friday,51.79450504,64.55436325,16.68144582,-1.719850009,Level 2,Casual Driver
User_95,85,Station_103,1/4/2024 22:00,1/5/2024 1:51,7.93090145,2.342395786,44.12212999,33.81843011,Evening,Tuesday,42.73907176,72.9660231,55.67750505,16.80835827,DC Fast Charger,Casual Driver
User_96,24.59992215,Station_10,1/4/2024 23:00,1/5/2024 0:43,,1.382497912,32.43654898,38.05802232,Night,Tuesday,48.32735368,85.06742212,,23.39846836,Level 1,Casual Driver
User_97,75,Station_71,1/5/2024 0:00,1/5/2024 2:16,55.72920335,3.82901181,21.72306732,38.09371751,Morning,Tuesday,63.40496814,68.34785564,74.05219273,34.66345577,Level 2,Casual Driver
User_98,85,Station_90,1/5/2024 1:00,1/5/2024 3:33,31.04657496,0.690281625,28.00485915,6.254545331,Night,Saturday,47.15786096,66.1934884,,15.62739592,DC Fast Charger,Casual Driver
User_99,62,Station_226,1/5/2024 2:00,1/5/2024 5:47,15.91756324,3.34839065,17.55162621,9.531208381,Evening,Saturday,80.19872331,73.21652207,117.79184,15.43580703,DC Fast Charger,Casual Driver
User_100,100,Station_158,1/5/2024 3:00,1/5/2024 5:09,50.90348236,3.621317101,,28.33888703,Night,Sunday,54.44920446,60.55781888,10.44192923,30.04488288,DC Fast Charger,Commuter
User_101,77.29894529,Station_228,1/5/2024 4:00,1/5/2024 7:53,71.47764853,0.652582226,,11.36377565,Morning,Sunday,27.57501003,53.78802525,197.6456759,28.97677093,DC Fast Charger,Casual Driver
User_102,100,Station_405,1/5/2024 5:00,1/5/2024 6:12,74.15366016,4.123064396,31.27742949,26.0001564,Morning,Wednesday,12.95698802,52.9899671,91.38484095,35.79315362,DC Fast Charger,Long-Distance Traveler
User_103,75,Station_126,1/5/2024 6:00,1/5/2024 8:28,46.77551047,3.118508442,32.08005239,18.58840411,Morning,Wednesday,77.52375723,56.73141037,246.2228513,27.26694562,Level 2,Long-Distance Traveler
User_104,95.15365777,Station_444,1/5/2024 7:00,1/5/2024 7:52,8.4696438,1.956178168,16.0193428,31.23839757,Night,Thursday,84.39953459,73.56686202,297.5524475,22.1717677,Level 2,Long-Distance Traveler
User_105,85,Station_209,1/5/2024 8:00,1/5/2024 11:04,61.69743867,2.525513037,30.78399682,22.48712027,Evening,Sunday,84.27365688,57.22115431,208.6484696,28.31215671,Level 2,Commuter
User_106,62,Station_97,1/5/2024 9:00,1/5/2024 12:35,41.26415505,3.604454743,29.08169093,29.01626915,Night,Sunday,64.41936676,73.23718921,268.5152778,19.63653157,DC Fast Charger,Long-Distance Traveler
User_107,85,Station_74,1/5/2024 10:00,1/5/2024 11:06,6.503953234,1.487800086,35.93476782,35.24185936,Afternoon,Wednesday,67.51829977,57.34995236,204.7682814,35.95974295,DC Fast Charger,Long-Distance Traveler
User_108,147.3953543,Station_115,1/5/2024 11:00,1/5/2024 13:43,65.89318362,3.146250636,24.83213224,11.03767314,Evening,Tuesday,27.38119598,64.70149353,74.92331106,13.41962956,Level 1,Long-Distance Traveler
User_109,50,Station_191,1/5/2024 12:00,1/5/2024 13:34,13.26290902,3.069015227,47.67047064,32.90930541,Afternoon,Thursday,24.99894964,90.02000106,220.6738557,31.87333447,DC Fast Charger,Commuter
User_110,85,Station_495,1/5/2024 13:00,1/5/2024 15:43,,3.292576517,49.87870861,13.28397591,Night,Sunday,59.84918721,56.29416195,137.1372569,0.034127145,Level 1,Long-Distance Traveler
User_111,62,Station_170,1/5/2024 14:00,1/5/2024 17:27,27.42595097,0.911151791,32.16501549,19.78138636,Evening,Tuesday,74.64716691,10.08007433,216.0702778,-4.153203087,Level 1,Long-Distance Traveler
User_112,100,Station_307,1/5/2024 15:00,1/5/2024 15:51,7.358446629,2.430793371,11.48048586,13.78679636,Afternoon,Monday,77.48990309,71.62801503,166.673967,-7.811348602,Level 2,Commuter
User_113,100,Station_448,1/5/2024 16:00,1/5/2024 18:14,36.137269,2.449346455,36.37707579,7.87091787,Night,Sunday,48.61219347,95.83119936,48.11698069,32.30733829,DC Fast Charger,Casual Driver
User_114,85,Station_204,1/5/2024 17:00,1/5/2024 18:57,29.16952954,1.837402026,28.50456454,9.16414808,Evening,Saturday,64.06837901,83.78854261,241.9981707,42.73966105,DC Fast Charger,Long-Distance Traveler
User_115,85,Station_56,1/5/2024 18:00,1/5/2024 21:02,43.44537898,1.405889911,,34.67514514,Morning,Friday,55.70562012,52.80830823,38.19901104,19.86952895,Level 1,Casual Driver
User_116,100,Station_208,1/5/2024 19:00,1/5/2024 21:34,26.86910961,2.463684938,12.05183663,17.54159529,Morning,Monday,28.17984729,54.56240134,289.5682377,7.791379352,Level 1,Long-Distance Traveler
User_117,85,Station_41,1/5/2024 20:00,1/5/2024 21:48,17.93347917,2.782209566,25.58416842,25.49744244,Morning,Saturday,29.95132195,76.87588685,104.3978667,38.36358112,DC Fast Charger,Commuter
User_118,50,Station_32,1/5/2024 21:00,1/5/2024 22:59,60.47162635,3.18825895,,15.88570515,Afternoon,Saturday,74.53957948,79.36511566,84.37563039,32.83617858,Level 1,Casual Driver
User_119,50,Station_15,1/5/2024 22:00,1/6/2024 1:49,17.70473747,3.462571541,19.71367994,19.91512429,Afternoon,Tuesday,47.80623479,79.37151434,258.6456707,-9.345375215,DC Fast Charger,Commuter
User_120,63.09631665,Station_62,1/5/2024 23:00,1/6/2024 0:20,47.7140959,1.176839308,,15.35252653,Night,Wednesday,49.53760262,57.93745966,214.4674794,34.27808119,DC Fast Charger,Casual Driver
User_121,85,Station_155,1/6/2024 0:00,1/6/2024 3:25,71.18526462,1.425652551,10.29979972,5.138664199,Morning,Friday,36.8840837,73.96777838,276.2224925,-4.808919737,Level 1,Commuter
User_122,75,Station_284,1/6/2024 1:00,1/6/2024 3:11,39.64439032,1.925741841,13.79828911,6.965265891,Afternoon,Wednesday,20.41744854,57.50198821,,22.57201158,Level 2,Casual Driver
User_123,62,Station_209,1/6/2024 2:00,1/6/2024 5:47,24.84871287,3.318368304,32.23574668,19.91298423,Morning,Wednesday,60.66782802,53.92638458,260.7073136,11.20346484,DC Fast Charger,Casual Driver
User_124,50,Station_320,1/6/2024 3:00,1/6/2024 5:15,7.515940356,3.416869599,10.62138589,34.76080834,Night,Sunday,61.76280197,83.20780147,126.5918375,9.791242681,Level 1,Casual Driver
User_125,75,Station_494,1/6/2024 4:00,1/6/2024 7:42,64.41904929,3.190013103,24.62165118,28.99874331,Evening,Friday,49.17384524,62.34186035,230.4942718,25.3204757,Level 1,Long-Distance Traveler
User_126,85,Station_187,1/6/2024 5:00,1/6/2024 6:29,6.189015903,1.291854712,19.71535049,20.86311304,Afternoon,Friday,34.60022196,101.6760987,275.7419042,5.72735649,Level 1,Casual Driver
User_127,100,Station_498,1/6/2024 6:00,1/6/2024 7:15,37.78790372,3.623898269,35.99593704,29.1176017,Afternoon,Monday,88.03875947,61.07474262,66.00213032,-0.325339469,DC Fast Charger,Casual Driver
User_128,85,Station_442,1/6/2024 7:00,1/6/2024 8:05,9.151234191,2.578732446,34.04604093,27.66612815,Evening,Tuesday,71.45097037,50.01990928,223.097349,-1.092333438,DC Fast Charger,Long-Distance Traveler
User_129,93.27378067,Station_130,1/6/2024 8:00,1/6/2024 11:35,15.66056402,3.140650163,7.702187849,32.13666293,Afternoon,Wednesday,30.88322666,51.48089291,202.1415518,29.53906344,DC Fast Charger,Long-Distance Traveler
User_130,50,Station_127,1/6/2024 9:00,1/6/2024 12:53,35.55367093,3.536754115,45.8556972,23.36793048,Night,Tuesday,85.49045253,74.66057198,275.5742741,26.1334068,Level 1,Commuter
User_131,100,Station_292,1/6/2024 10:00,1/6/2024 13:15,47.52745876,3.804899639,14.32817553,31.09859147,Afternoon,Tuesday,59.93299647,81.18398204,139.3837269,18.97982294,Level 2,Commuter
